Stonks_7,Stonks_14,Stonks_30,Avg_7_vs_value,Avg_14_vs_value,Avg_30_vs_value,Diff_7_vs_value,Diff_14_vs_value,Diff_30_vs_value,Var_7_vs_avg,Var_14_vs_avg,Var_30_vs_avg,Reg_linear_7,Reg_linear_14,Reg_linear_30
1,1,1,0.980886569306373,0.984455979173799,0.938863103815218,-0.020993384337359,0.044613927124217,0.086775839695568,0.225524099167779,0.248153914891539,0.424156299221892,0.873607142857144,0.314371428571429,0.581047385984427
1,1,1,0.954740989571631,0.946651468903953,0.904133645325866,-0.030035674555986,0.065019755264874,0.055245694119452,0.364777406480546,0.247685648985666,0.415086927147198,-0.653285714285713,0.301103296703296,0.494456729699666
1,1,1,1.00758699663418,0.991912882826915,0.954330823651587,-0.043056727461543,0.071071590835335,-0.003407542026352,0.340961959943466,0.258051353463235,0.379615753830856,-1.93717857142857,0.326010989010989,0.37068787541713
1,1,1,1.02366471160364,1.00227475021368,0.969888728423079,-0.008590880957293,0.076245100061894,0.007765628223644,0.345229481506733,0.320840159551089,0.372549204613119,-1.59196428571428,0.5880989010989,0.315047830923248
1,1,1,1.07614379969632,1.04194855085482,1.01207342073076,-0.097727781701666,0.014453306689176,-0.036865406811487,0.33972988957202,0.351431266664432,0.371106788240369,-1.54675,0.798061538461538,0.271485873192436
1,1,1,1.06521259066741,1.02405219336881,0.999977350841133,-0.0144813059505,0.06128862389373,-0.046110856308074,0.272587981863026,0.405662437452475,0.378707683920705,0.304892857142856,1.25707692307692,0.244589543937708
0,1,1,0.976889642389299,0.935015416558989,0.921328207847296,0.089147589046223,0.153561848917722,-0.017037302725969,0.292701552699064,0.4914908405402,0.42283636766103,2.32328571428571,1.69374505494505,0.162650723025584
0,1,1,0.924377008363304,0.883255304207189,0.880097075326481,0.106159690153434,0.183256368240727,0.044033963950544,0.30805033680653,0.504179224715287,0.423416137248744,2.46528571428571,1.71207472527472,0.027329254727475
1,1,1,0.951571269672123,0.910382458405607,0.917323024509384,0.0520600794941,0.123861453139706,0.008898361114784,0.14900643656041,0.350662366307283,0.373061828433146,1.2545,1.36525494505494,-0.143416240266963
1,1,1,0.984546096372698,0.948162620746407,0.964288091030089,0.063166852130654,0.081045035019965,-0.031714341821038,0.143801436795597,0.268388263890512,0.359679671318497,1.20514285714286,1.12058241758242,-0.269354616240267
0,1,1,0.93263483793442,0.904467844700417,0.925278030612138,0.121684818430056,0.108212234393145,0.024614732745363,0.218142663979202,0.242844132487419,0.366040478915062,1.83439285714286,0.975371428571428,-0.341103893214683
0,1,1,0.979531181041525,0.952172644214036,0.986493138986797,0.042053531810152,0.113359510394079,-0.044020997463225,0.11016116576535,0.182786343203814,0.353164321722879,1.0835,0.841597802197802,-0.450519911012236
1,1,1,0.990658000134523,0.969995903168013,1.00857424132175,0.053871506227796,0.027873132731242,-0.019132816847152,0.146794794909715,0.159650919995715,0.352876151460888,1.42810714285714,0.658164835164835,-0.469519021134594
1,1,1,0.954474084249847,0.942270034248002,0.981319423033656,0.095436099560859,0.053555209279459,0.039447698884232,0.207185454900714,0.151161552815016,0.354607661393325,2.04039285714286,0.534905494505495,-0.446201112347052
1,1,1,0.927749709878207,0.923273042703583,0.966747627253084,0.100221547550669,0.079584803479117,0.002404201197998,0.17854605152879,0.116665759374095,0.357207769809333,1.78357142857143,0.332452747252747,-0.486254060066741
1,1,1,0.975982941387846,0.979538898426895,1.02867145286007,0.016218907210732,-0.019651341531582,-0.054246436556736,0.047132819754299,0.068043409192031,0.354948428891038,0.571321428571429,-0.096575824175824,-0.53284382647386
1,1,1,0.995515294453974,1.00207835599935,1.05295853583,-0.00335012864494,-0.024790951972556,-0.045704688393368,0.035412264958032,0.068754362017592,0.351629832535074,0.117964285714286,-0.246885714285714,-0.505515239154616
1,1,1,0.976046894898494,0.987320523385023,1.03178581833013,0.006703373536095,-0.076245411641322,-0.028884810347841,0.041678250432254,0.144143165766692,0.34047031521865,-0.1915,-0.552797802197802,-0.463736151279199
1,1,1,0.99946229192895,1.02812432948062,1.07222996326523,0.041792584281863,-0.119017028283962,-0.156891840538535,0.065510560353561,0.215340318726737,0.361556312624667,0.035857142857143,-0.906534065934066,-0.50191234705228
1,1,1,1.02157846391131,1.05315392734097,1.09663393334193,-0.046106085450559,-0.107596219393113,-0.167087348232216,0.077678341223578,0.232341154009801,0.358350185211147,-0.304392857142857,-0.992736263736263,-0.499676529477197
1,1,1,1.01785974840801,1.05027214978791,1.09117938522896,-0.035784635587656,-0.09777850733202,-0.156936236959218,0.074350333183583,0.226209103725721,0.339217056869902,-0.257285714285714,-0.975483516483516,-0.477789766407119
1,1,1,0.994093646833817,1.03102579289335,1.06761216511747,0.004154866431698,-0.093466738873747,-0.133426255559797,0.06751903890709,0.237937893114492,0.32417148987341,-0.037142857142857,-1.02227252747253,-0.460536373748609
1,1,1,1.00222087392534,1.04535365445695,1.07423078178748,-0.039488563008076,-0.161355521720935,-0.107941341453642,0.096666025741094,0.346509684683272,0.310204529905014,-0.643499999999998,-1.31561318681319,-0.434976640711902
0,1,1,0.99340348001624,1.04308917745871,1.06230103912787,-0.00930903715696,-0.129297070908819,-0.010831214310225,0.101893257566843,0.392111357133915,0.299558769680996,-0.838285714285713,-1.46035384615385,-0.340293882091212
1,1,1,1.07890374075468,1.1287074020566,1.1404089906172,-0.162799920682134,-0.203167049092094,-0.084237462583685,0.234067656563484,0.415358456962982,0.295105675885317,-2.04260714285714,-1.5523010989011,-0.253334371523915
