Stonks_7,Stonks_14,Stonks_30,Avg_7_vs_value,Avg_14_vs_value,Avg_30_vs_value,Diff_7_vs_value,Diff_14_vs_value,Diff_30_vs_value,Var_7_vs_avg,Var_14_vs_avg,Var_30_vs_avg,Reg_linear_7,Reg_linear_14,Reg_linear_30
0,1,1,0.996185498720079,1.02645029640275,0.93728583778686,-0.043303992455203,0.078591637849733,0.205949386985225,0.010899544489307,0.03163580718637,0.059518522459105,0.030839285714286,-0.004118901098901,0.047357352614016
0,0,1,0.960050047018696,0.968322149790408,0.881681480655039,-0.067165011714828,0.097270259213805,0.214827624679237,0.023186523319508,0.033428837211658,0.061141382568439,-0.043592857142857,0.010876923076923,0.048690945494995
0,0,1,1.00918117762291,0.990678504708896,0.905512650142198,-0.13955279933748,0.135604645340215,0.194306954528822,0.03813698066329,0.040298439824916,0.06062545564655,-0.155064285714286,0.02581054945055,0.04790340378198
1,0,1,1.07822879518915,1.03714338158171,0.951384809920052,-0.125775004078969,0.108296622613803,0.166585087289933,0.039714720389256,0.049008670105783,0.061822488286708,-0.178246428571429,0.046263516483517,0.048489543937709
1,0,1,1.12448954153707,1.0500397682756,0.963231953908371,-0.201948645504404,0.071111018780123,0.157241981053681,0.038498578600982,0.054338070284411,0.064348891898308,-0.176907142857143,0.069810989010989,0.050769032258065
1,0,1,1.13918819275962,1.0479847533419,0.961918636918637,-0.090305527805528,0.053862803862804,0.090492840492841,0.02727465257297,0.057529523686895,0.064802457057084,-0.072642857142857,0.092279560439561,0.051268520578421
1,0,0,1.0295453322572,0.942963411353242,0.869576898932831,0.103954802259887,0.16954802259887,0.11984934086629,0.029273610813504,0.062879524276727,0.064629545917783,0.099564285714286,0.117756263736264,0.049672614015573
0,0,0,0.937141861449232,0.861832574116944,0.801075681012953,0.182854155776268,0.223749782192019,0.179717720857292,0.046012046210757,0.066160100264124,0.061284640584874,0.205257142857143,0.12354989010989,0.044314838709678
0,0,0,0.887614894865313,0.819986575982114,0.769072205603159,0.179519680913992,0.253139312815833,0.267606347918674,0.048142696333773,0.05990663468036,0.052068075739577,0.209817857142857,0.112464835164835,0.038143959955506
0,0,0,0.914478264357791,0.858676270015244,0.81498940198192,0.186905559883331,0.212069059222087,0.20994945560608,0.045120017282302,0.04415910098118,0.038014481185739,0.19665,0.091707472527473,0.02994340378198
0,0,0,0.844128010192618,0.805088407625698,0.770332025511174,0.244309245208013,0.243894429368961,0.262422870179926,0.048185734580197,0.035540356706411,0.030310707201735,0.2016,0.076424615384615,0.024392369299221
0,0,0,0.896424685513582,0.868075231314203,0.841122161350462,0.146486723805524,0.190657987668696,0.184912287399546,0.018529958902068,0.014961999495929,0.016514782419792,0.116971428571429,0.051193406593407,0.016434171301446
1,1,1,0.966192277667687,0.9459872095118,0.918427910886927,0.044556536359815,0.036023539302228,0.129150903741068,0.006586659105034,0.006460809552636,0.011416133008308,0.055539285714286,0.027294725274725,0.012390122358176
1,1,1,0.969674538187844,0.951773224642979,0.925816700784715,0.059685261003071,0.097577618560218,0.165621801432958,0.006362933176676,0.006283515753707,0.011763313080441,0.052642857142857,0.026508351648352,0.01266169076752
1,1,1,0.929791159671482,0.910788955621798,0.889524241113423,0.082353183512884,0.154633653984798,0.1782190454611,0.005688697872161,0.007274553482058,0.011720571975697,0.042235714285714,0.029321978021978,0.012534771968854
1,1,1,0.991851649086175,0.972026647653848,0.956639632814937,0.015395927097723,0.102245889220623,0.083998039303061,0.000740033075108,0.005921243616045,0.009674794663834,0.003696428571429,0.026252967032967,0.010172569521691
1,1,1,1.01362831395767,0.990516379462448,0.97805452632542,0.005237637802479,0.075659850875989,0.092447737980879,0.000983185644828,0.007264701553767,0.010190720398351,0.009435714285714,0.031292527472528,0.010931012235818
1,1,1,0.991239364710167,0.966171551258662,0.952972662685722,0.02162681994051,0.055643772504641,0.124303893722184,0.000972540013559,0.007432164414323,0.011149536019219,0.024075,0.033018021978022,0.012596707452725
1,1,1,0.967679592734586,0.945771793099114,0.934557853057633,0.067333919929608,0.079762428508579,0.099098108227013,0.00203188843966,0.007286511193346,0.011007717287643,0.039075,0.031935604395605,0.01221446051168
1,1,1,0.998905011354838,0.967560151484228,0.960794763060223,-0.040116107671724,0.073315645055219,0.048574732975032,0.002534088882114,0.006793444235209,0.01030726735712,-0.002007142857143,0.029896483516484,0.01050467185762
1,1,1,0.983071609752343,0.952083259845499,0.949898613511714,0.050034793149117,0.089384722440459,0.044580125255337,0.003513509522753,0.00710070324,0.01007287081947,0.015825,0.031179120879121,0.009186674082314
1,1,1,0.97969205106405,0.958423984198463,0.956482843414571,0.071304111696952,0.01111085967731,0.025231381955602,0.005579702034284,0.006574125237274,0.00971925299095,0.034567857142857,0.020468571428572,0.007157730812013
1,1,1,0.982611323332819,0.97798496309751,0.970505598602074,0.073575058055319,-0.074563722897938,0.023773940634125,0.00800300778521,0.00932491421193,0.009425244396721,0.053896428571429,0.001890769230769,0.005708209121246
0,1,1,0.966873706004141,0.978179229447917,0.964053094378152,0.076166963836694,-0.076121245371005,0.030974260503818,0.009453046269339,0.01264551008983,0.009298267734717,0.067978571428572,-0.014238681318681,0.004706874304783
1,1,1,0.992466129592005,1.00856320735327,0.993803312971218,0.004103870374301,-0.02207599235831,-0.005448241703814,0.008541241027486,0.012541258499464,0.009117766015417,0.048046428571429,-0.018938681318681,0.003327830923248
